Date Collected,Number in collection,Common Name,Collection Location,System Type,TL,SL,Sex,Age,Age_Class,Small_Melanophores ,Medium_Melanophores,Large_Melanophores ,Total_Melanophores,Turbidity,Current Velocity (meters/second),Water_Temp ,Substrate_Type,Water_Depth,Neascus
,SH-216,Shoal Chub,Illinois,Mainstem River,29,23,U,<1,1,175,10,0,185,NA,0.5,68,Sand,15,0
,SH-217,Shoal Chub,Illinois,Mainstem River,29,23,U,<1,1,265,19,0,284,NA,0.5,68,Sand,15,0
,SH-218,Shoal Chub,Illinois,Mainstem River,27,21,U,<1,1,366,3,0,369,NA,0.5,68,Sand,15,0
,SH-219,Shoal Chub,Illinois,Mainstem River,25,20,U,<1,1,591,11,0,602,NA,0.5,68,Sand,15,0
,SH-220,Shoal Chub,Illinois,Mainstem River,24,20,U,<1,1,295,5,0,300,NA,0.5,68,Sand,15,0
,SH-221,Shoal Chub,Illinois,Mainstem River,25,20,U,<1,1,352,7,0,359,NA,0.5,68,Sand,15,0
,SH-222,Shoal Chub,Illinois,Mainstem River,24,19,U,<1,1,216,2,0,218,NA,0.5,68,Sand,15,0
,SH-223,Shoal Chub,Illinois,Mainstem River,25,20,U,<1,1,347,0,0,347,NA,0.5,68,Sand,15,3
,SH-224,Shoal Chub,Illinois,Mainstem River,28,21,U,<1,1,363,4,0,367,NA,0.5,68,Sand,15,0
,SH-225,Shoal Chub,Illinois,Mainstem River,29,23,U,<1,1,247,10,0,257,NA,0.5,68,Sand,15,1
,SH-226,Shoal Chub,Illinois,Mainstem River,23,18,U,<1,1,176,1,0,177,NA,0.5,68,Sand,15,0
